molecule_chembl_id,canonical_smiles,bioactivity_classification,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,active,272.3879999999999,3.6092000000000026,2.0,2.0,8.886056647693163
CHEMBL1627351,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,573.884,7.5812000000000115,3.0,5.0,7.494850021680094
CHEMBL1627351,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,573.884,7.5812000000000115,3.0,5.0,6.5003129173815966
CHEMBL33899,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,active,354.449,6.1535000000000055,1.0,1.0,7.4089353929735005
CHEMBL33899,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,active,354.449,6.1535000000000055,1.0,1.0,6.184422251675732
CHEMBL1627353,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,active,475.44800000000015,5.633400000000006,3.0,4.0,6.401209493236885
CHEMBL1628170,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](Sc4ccc(/C=C/C(=O)O)cc4)[C@H]3[C@@H]1CC[C@@H]2O,active,450.6000000000002,5.4778000000000056,3.0,4.0,7.337242168318426
CHEMBL1627356,CN(C)C(=O)/C=C/c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)cc1,active,477.67000000000024,5.481400000000006,2.0,4.0,7.026872146400302
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,active,272.3879999999999,3.6092000000000026,2.0,2.0,8.522878745280337
CHEMBL1628199,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1C(=O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,active,571.868,7.730500000000011,2.0,5.0,7.481486060122112
CHEMBL1628199,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1C(=O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,active,571.868,7.730500000000011,2.0,5.0,6.284832642151542
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,active,606.7820000000003,8.682600000000003,2.0,3.0,8.221848749616356
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,active,606.7820000000003,8.682600000000003,2.0,3.0,9.327902142064282
CHEMBL1627354,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,557.885,8.090300000000012,2.0,4.0,8.045757490560675
CHEMBL1627354,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,557.885,8.090300000000012,2.0,4.0,8.455931955649724
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active,510.0550000000001,6.497000000000006,2.0,6.0,8.698970004336019
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active,510.0550000000001,6.497000000000006,2.0,6.0,9.142667503568731
CHEMBL126164,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,active,465.6400000000004,6.252800000000005,2.0,6.0,7.7447274948966935
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,active,272.3879999999999,3.6092000000000026,2.0,2.0,8.886056647693163
CHEMBL327320,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)c1,active,449.57200000000034,5.539500000000006,2.0,6.0,9.0
CHEMBL304552,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,active,463.5990000000004,5.929600000000006,2.0,6.0,9.096910013008056
CHEMBL331996,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,active,479.6670000000004,6.642900000000005,2.0,6.0,7.6777807052660805
CHEMBL341367,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,active,479.6670000000004,6.642900000000005,2.0,6.0,7.823908740944319
CHEMBL125362,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)c(Br)c2)c1,active,558.5630000000004,7.405400000000006,2.0,6.0,8.397940008672037
CHEMBL124482,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)c(Br)c2)cc1,active,558.5630000000004,7.405400000000006,2.0,6.0,8.301029995663981
CHEMBL123025,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,active,544.5360000000004,7.015300000000006,2.0,6.0,8.397940008672037
CHEMBL93705,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,active,463.5990000000004,5.929600000000006,2.0,6.0,8.397940008672037
CHEMBL313062,COc1cc([C@H](O)[C@H]2CCCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)cc(F)c1F,intermediate,454.49200000000013,5.777700000000004,1.0,4.0,5.301029995663981
CHEMBL81591,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccccc1,active,388.48600000000005,5.490900000000006,1.0,3.0,6.0
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active,473.5940000000001,6.075200000000007,2.0,6.0,9.154901959985743
CHEMBL79807,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccc(F)cc1,intermediate,406.47600000000006,5.630000000000006,1.0,3.0,5.301029995663981
CHEMBL311662,C[C@@](O)(c1ccc(F)cc1)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,active,420.5030000000001,5.804100000000005,1.0,3.0,6.0
CHEMBL153405,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,active,482.03200000000027,3.3638000000000012,3.0,8.0,6.958607314841775
CHEMBL150279,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,active,465.5770000000002,2.849500000000001,3.0,8.0,6.619788758288394
CHEMBL153395,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,active,459.59800000000024,2.8813000000000004,3.0,8.0,6.247951552180561
CHEMBL434502,Cc1nc(CN2CCN(c3nc(NCCc4ccc(O)cc4)nc(N(C)CCCc4ccc(Cl)cc4)n3)CC2)cs1,active,593.2010000000001,5.041320000000005,2.0,10.0,6.823908740944319
CHEMBL79335,C=CCC[C@H](O)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,active,366.4800000000001,5.084400000000004,1.0,3.0,6.0
CHEMBL311034,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@H](O)c1ccc(F)cc1,active,406.47600000000006,5.630000000000006,1.0,3.0,6.0
CHEMBL347560,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1,active,526.0850000000003,3.068500000000001,3.0,9.0,7.522878745280337
CHEMBL346455,Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(N3CCNCC3)n2)cc1,active,485.05700000000024,4.019700000000002,3.0,8.0,7.096910013008056
CHEMBL63768,COc1cccc2c1-c1ccc(NS(C)(=O)=O)c(Br)c1C(c1ccccc1)O2,intermediate,460.3490000000001,4.978000000000004,1.0,4.0,5.641874714723351
CHEMBL357283,Oc1ccc(C(=C(CC(F)(F)F)c2ccccc2)c2ccc(O)cc2)cc1,active,370.37000000000006,6.009300000000006,2.0,2.0,8.045757490560675
CHEMBL415864,Oc1ccc(C(=Cc2ccccc2)c2ccc(O)cc2)cc1,active,288.346,4.686700000000004,2.0,2.0,6.823908740944319
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,active,371.524,5.9961000000000055,0.0,2.0,6.301029995663981
CHEMBL149791,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,active,316.4,5.466900000000006,2.0,2.0,7.823908740944319
CHEMBL356693,CCCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,active,344.45400000000006,6.247100000000007,2.0,2.0,6.301029995663981
CHEMBL65021,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccccc1)O2,inactive,381.4530000000001,4.215500000000003,1.0,4.0,5.0
CHEMBL65354,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1cccc(F)c1)O2,inactive,399.4430000000001,4.354600000000003,1.0,4.0,5.0
CHEMBL150461,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,active,302.373,5.076800000000004,2.0,2.0,7.522878745280337
CHEMBL357824,CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,active,330.427,5.857000000000006,2.0,2.0,7.301029995663981
CHEMBL65695,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1cccc(Cl)c1)O2,inactive,415.89800000000014,4.868900000000003,1.0,4.0,5.0
CHEMBL66598,CCOc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccccc1)O2,inactive,395.48000000000013,4.6056000000000035,1.0,4.0,5.0
CHEMBL293388,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1cccs1)O2,inactive,387.4820000000001,4.277000000000003,1.0,5.0,5.0
CHEMBL65221,CS(=O)(=O)Nc1ccc2c(c1)C(c1ccccc1)Oc1cccc(OC(F)F)c1-2,inactive,417.43300000000016,4.808300000000003,1.0,4.0,5.0
CHEMBL65868,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccc(C)cc1)O2,inactive,395.48000000000013,4.523920000000004,1.0,4.0,5.0
CHEMBL65657,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccc(F)cc1)O2,inactive,399.4430000000001,4.354600000000003,1.0,4.0,5.0
CHEMBL50995,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccccc1,active,300.401,5.761300000000006,1.0,1.0,8.154901959985743
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,active,371.524,5.9961000000000055,0.0,2.0,8.075720713938118
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,active,272.3879999999999,3.6092000000000026,2.0,2.0,8.468521082957745
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,active,268.356,4.828600000000005,2.0,2.0,9.481486060122112
CHEMBL316003,CCc1c(-c2ccc(O)cc2)oc(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,active,483.6080000000004,7.118900000000008,2.0,5.0,7.187086643357144
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active,473.5940000000001,6.075200000000007,2.0,6.0,8.397940008672037
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,active,473.5940000000001,6.075200000000007,2.0,6.0,9.142667503568731
CHEMBL44426,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,active,456.58600000000024,5.9409200000000055,2.0,5.0,7.853871964321762
CHEMBL44426,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,active,456.58600000000024,5.9409200000000055,2.0,5.0,8.823908740944319
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,active,268.356,4.828600000000005,2.0,2.0,8.522878745280337
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,active,470.6130000000003,6.331020000000006,2.0,5.0,7.638272163982407
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,active,470.6130000000003,6.331020000000006,2.0,5.0,8.431798275933005
CHEMBL46903,Cc1c(-c2ccc(O)cc2)n(CCCCCCN2CCCC2)c2ccc(O)cc12,active,392.5430000000002,5.684120000000005,2.0,4.0,7.6020599913279625
CHEMBL46903,Cc1c(-c2ccc(O)cc2)n(CCCCCCN2CCCC2)c2ccc(O)cc12,active,392.5430000000002,5.684120000000005,2.0,4.0,7.161150909262744
CHEMBL464360,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,inactive,432.38100000000014,-0.6396800000000002,6.0,10.0,4.698970004336019
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,intermediate,270.24,2.576800000000001,3.0,5.0,5.886056647693163
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,intermediate,254.24099999999999,2.871200000000001,2.0,4.0,5.200659450546418
CHEMBL289277,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,intermediate,270.24,1.8872199999999997,3.0,5.0,5.568636235841013
CHEMBL298398,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,intermediate,240.21399999999997,1.8732,2.0,4.0,5.958607314841775
CHEMBL330307,Cc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,active,492.64100000000036,4.511620000000004,1.0,5.0,7.605548319173784
CHEMBL93207,O=C(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,active,345.3980000000001,3.8857000000000026,2.0,3.0,6.795880017344075
CHEMBL328675,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1cccs1,active,307.418,4.605800000000003,1.0,3.0,7.301029995663981
CHEMBL330029,O=C(N1CCc2cc(O)ccc2[C@@H]1c1ccc(O)cc1)C(F)(F)F,intermediate,337.29699999999997,3.1342000000000008,2.0,3.0,5.494850021680094
CHEMBL93586,O=C(/C=C/c1ccc(N2CCc3cc(O)ccc3C2c2ccccc2)cc1)N1CCOCC1,active,440.54300000000023,4.416300000000004,1.0,4.0,8.229147988357855
CHEMBL93230,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,active,528.6740000000004,5.356400000000006,1.0,5.0,8.2518119729938
CHEMBL93391,CN(C)C(=O)/C=C/c1ccc(N2CCc3cc(O)ccc3C2c2ccccc2)cc1,active,398.50600000000003,4.645700000000004,1.0,3.0,8.096910013008056
CHEMBL92748,Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,active,413.5610000000004,5.728700000000006,1.0,3.0,9.301029995663981
CHEMBL421368,O=S(=O)(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,active,381.4530000000001,3.4342000000000024,2.0,4.0,6.920818753952375
CHEMBL92900,Oc1ccc2c(c1)CCN(Cc1ccc3c(c1)OCO3)C2c1ccc(OCCN2CCCC2)cc1,active,472.5850000000003,4.743200000000004,1.0,6.0,8.036212172654444
CHEMBL89995,Oc1ccc2c(c1)CCN(c1ccccc1)C2CC1CCCCC1,active,321.4640000000002,5.466400000000005,1.0,2.0,7.274905478918531
CHEMBL315866,Oc1ccc2c(c1)CCN(c1ccccc1)C2Cc1ccccc1,active,315.416,4.738700000000004,1.0,2.0,8.173925197299173
CHEMBL316292,O=C(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,active,442.5590000000003,4.654700000000004,1.0,4.0,6.250263684430939
CHEMBL93826,Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,active,331.4150000000001,4.245500000000003,2.0,3.0,7.696803942579511
CHEMBL412907,Oc1ccc2c(c1)CCN(c1ccccc1)C2C1CCCCC1,active,307.4370000000002,5.076300000000004,1.0,2.0,7.525783735923745
CHEMBL93792,O=S(=O)(c1cccc2ccccc12)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,active,431.51300000000015,4.587400000000004,2.0,4.0,7.552841968657781
CHEMBL313849,O=C(N1CCc2cc(O)ccc2C1c1ccc(Br)cc1)C(F)(F)F,active,400.19399999999996,4.191100000000001,1.0,2.0,6.782516055786093
CHEMBL93266,O=C(N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1)C(F)(F)F,active,337.297,3.1342000000000008,2.0,3.0,6.9111554372729955
CHEMBL420244,O=S(=O)(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,active,478.6140000000003,4.203200000000004,1.0,5.0,8.2839966563652
CHEMBL93326,O=C(N1CCc2cc(O)ccc2[C@H]1c1ccc(O)cc1)C(F)(F)F,active,337.29699999999997,3.1342000000000008,2.0,3.0,7.27083521030723
CHEMBL328475,O=S(=O)(c1ccc2ccccc2c1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,active,528.6740000000004,5.356400000000006,1.0,5.0,6.950781977329818
CHEMBL329630,O=C(N1CCc2cc(O)ccc2C1c1ccccc1)C(F)(F)F,active,321.298,3.428600000000002,1.0,2.0,6.628932137728263
CHEMBL91740,CCCc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,active,520.6950000000004,5.155700000000006,1.0,5.0,7.531652669587842
CHEMBL91052,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1,active,301.389,4.544300000000003,1.0,2.0,7.512861624522813
CHEMBL91452,O=C(N1CCc2cc(O)ccc2C1c1cccs1)C(F)(F)F,active,327.327,3.4901000000000018,1.0,3.0,6.414539270491499
CHEMBL316080,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,active,414.5490000000003,5.018900000000005,1.0,4.0,7.939302159646388
CHEMBL90008,CC(C)C1c2ccc(O)cc2CCN1c1ccccc1,active,267.37199999999996,4.152000000000003,1.0,2.0,7.369572124974976
CHEMBL94280,Oc1ccc2c(c1)CCN(Cc1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,active,428.5760000000003,5.014500000000004,1.0,4.0,8.327902142064282
CHEMBL89994,O=C(N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1)C(F)(F)F,active,434.4580000000002,3.9032000000000027,1.0,4.0,7.542118103266008
CHEMBL94080,CCOC(=O)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,active,410.51400000000035,3.970800000000003,1.0,5.0,7.3535962737769305
CHEMBL316119,Oc1ccc([C@@H]2Sc3cc(O)c(F)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,active,481.5890000000004,6.068700000000005,2.0,6.0,7.8696662315049934
CHEMBL316080,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,active,414.5490000000003,5.018900000000005,1.0,4.0,7.6777807052660805
CHEMBL316080,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,active,414.5490000000003,5.018900000000005,1.0,4.0,7.97061622231479
CHEMBL2111532,Oc1ccc([C@@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,active,463.5990000000004,5.929600000000006,2.0,6.0,8.522878745280337
